id,url,title,summary,published,imageurl,source,score,adverb_count,adjective_count,noun_count,pronoun_count,verb_count,apiname
11,https://www.hindustantimes.com/india-news/lok-sabha-election-2024-phase-2-list-of-states-where-schools-will-remain-closed-on-april-26-101713675797450.html,Lok Sabha election 2024 phase 2: List of states where schools will remain closed on April 26 - Hindustan Times,Lok Sabha election 2024: The second phase of the general elections will cover 89 constituencies of 13 states and union territories (UTs). | Latest News India,2024-04-21 06:57:18,https://www.hindustantimes.com/ht-img/img/2024/04/21/1600x900/india-general-election_1713676970523_1713676976484.webp,Hindustan Times,1.6269848025560172e-71,9,29,255,3,48,
12,https://www.hindustantimes.com/india-news/how-many-seats-will-bjp-win-top-economist-surjit-bhallas-prediction-for-lok-sabha-election-2024-101713678615838.html,How many seats will BJP win? Top economist Surjit Bhalla's prediction for Lok Sabha election 2024 - Hindustan Times,Surjit Bhalla said the BJP could end up winning 330 to 350 seats in the Lok Sabha elections 2024. | Latest News India,2024-04-21 06:19:31,https://www.hindustantimes.com/ht-img/img/2024/04/21/1600x900/INDIA-ELECTION--4_1713680062106_1713680097357.JPG,Hindustan Times,0.001249349112974568,25,27,173,20,82,
13,https://www.livemint.com/news/india/pm-modi-releases-stamp-and-coin-at-mahaveer-nirvan-mahotsav-inauguration-11713678901095.html,Mahavir Jayanti 2024: PM Modi releases stamp and coin at Mahaveer Nirvan Mahotsav inauguration | Mint - Mint,PM Narendra Modi unveiled a stamp and coin at the 2550th Bhagwan Mahaveer Nirvan Mahotsav on Mahavir Jayanti at Bharat Mandapam.,2024-04-21 05:56:15,https://www.livemint.com/lm-img/img/2024/04/21/1600x900/mahavir_jayanti_1713680468586_1713680468912.jpg,Livemint,0.0011802880701916039,16,39,227,24,81,
28,https://www.ndtv.com/india-news/setback-for-congress-indore-candidate-switches-to-bjp-5547486,Surat Replay: Congress Loses 2nd Candidate Just Before Vote - He Joins BJP - NDTV,"In a big setback to Congress, its Lok Sabha candidate from Indore, Akshay Bam, dropped out of the race and joined BJP, just days before the constituency goes to polls.",2024-04-29 09:14:00,https://c.ndtvimg.com/2024-04/3rrvdqgo_kailash_625x300_29_April_24.jpeg,NDTV News,0.00489962217472113,4,18,182,17,60,
14,https://timesofindia.indiatimes.com/technology/gaming/garena-free-fire-max-redeem-codes-for-april-21-win-rewards-like-diamonds-skins-and-know-how-to-redeem-codes/articleshow/109471879.cms,"Garena Free Fire MAX redeem codes for April 21: Win rewards like diamonds, skins, and know how to redeem - The Times of India","GAMING News: Garena Free Fire Max in India offers time-limited daily redemption codes to 500 players, ensuring fairness and captivating users with impressive visua",2024-04-21 05:50:00,"https://static.toiimg.com/thumb/msid-109472003,width-1070,height-580,imgsize-54000,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.0002202354784586108,6,23,130,12,47,
15,https://www.hindustantimes.com/business/iphone-14-price-cut-get-amazing-16-discount-on-amazon-know-how-much-you-will-have-to-pay-now-101713677113080.html,iPhone 14 price cut: Get amazing 16% discount on Amazon; know how much you will have to pay now - Hindustan Times,iPhone 14 price cut: Amazon has rolled out a 16% discount and then there is an exchange offer worth ₹27600.,2024-04-21 05:39:33,https://www.hindustantimes.com/ht-img/img/2024/04/21/1600x900/iphone-14_midnight_1713677502580_1713677531061.jpeg,Hindustan Times,0.011138561204912092,27,27,103,14,69,
16,https://gaadiwaadi.com/new-maruti-suzuki-dzire-coming-in-h2-2024-top-5-things-to-know/,New Maruti Suzuki Dzire Coming In H2 2024 - Top 5 Things To Know - GaadiWaadi.com,New Maruti Suzuki Dzire will be launched in the second half of this year following the arrival of the all-new Swift next month,2024-04-21 05:30:23,https://gaadiwaadi.com/wp-content/uploads/2023/12/2024-Maruti-Suzuki-Dzire-Rendered_.jpg,GaadiWaadi.com,7.572382434286469e-18,8,40,144,5,70,
17,https://www.livemint.com/news/trends/love-sex-aur-dhokha-2-box-office-collection-day-2-dibakar-banerjee-ekta-kapoor-mouni-roy-film-mints-12-lakhs-11713674993617.html,Love Sex Aur Dhokha 2 Box Office collection Day 2: Dibakar Banerjee's film mints ₹12 lakhs | Mint - Mint,"Love Sex Aur Dhokha 2, directed by Dibakar Banerjee and produced by Ekta Kapoor, had a lukewarm response at the box office with around 12 lakhs net collection in India on its second day.",2024-04-21 05:23:56,https://www.livemint.com/lm-img/img/2024/04/21/1600x900/a_1713675268981_1713675275414.PNG,Livemint,0.00013859337193602279,20,34,173,12,61,
18,https://www.indiatoday.in/movies/celebrities/story/soni-razdan-mocks-mukesh-khanna-live-in-comment-zeenat-aman-2529778-2024-04-21,Actor Soni Razdan mocks Mukesh Khanna for his take on live-in relationship - India Today,Soni Razdan criticises Mukesh Khanna039s conservative view on live-in relationships following his reaction to Zeenat Aman039s advice to the youth,2024-04-21 04:56:28,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202404/soni-razdan-takes-a-dig-at-mukesh-khanna-215604435-16x9_0.jpg?VersionId=LWdPlgFRDt9Vu4AxKksdy96w0kdKnK47,India Today,0.7298786814972835,11,27,83,18,46,
19,https://www.fide.com/news/2983,FIDE Candidates Round 13: The calm before the storm - FIDE,Nothing is clear in the FIDE Candidates! The penultimate round saw some important results but everything will be decided in the final round.,2024-04-21 04:56:19,https://app.fide.com/upload/26167/4d66e655c4675d83e3896fd22e96db76.jpg,Fide.com,0.003827401384325248,34,73,314,35,154,
20,https://www.dawn.com,"By-polls under way on 21 NA, provincial seats amid suspension of cellular services in Punjab, Balochistan - DAWN.com",PTA says decision taken to “safeguard the integrity and security of the electoral process”.,2024-04-21 04:46:53,https://i.dawn.com/large/2024/04/211103531911fd9.png?r=111009,DAWN.com,2.2404873033734611e-07,4,14,62,5,27,
21,https://www.hindustantimes.com/india-news/hd-kumaraswamy-reacts-to-prajwal-revanna-sex-scandal-reports-of-fleeing-india-will-he-101714378357263.html,Prajwal Revanna sex videos case: HD Kumaraswamy reacts as Deve Gowda's grandson ‘flees India’ - Hindustan Times,Prajwal Revanna 'sex scandal': HD Kumaraswamy questioned the timing of releasing the alleged videos involving JD(S) MP. | Latest News India,2024-04-29 10:27:40,https://www.hindustantimes.com/ht-img/img/2024/04/29/1600x900/ANI-20240428183-0_1714381220360_1714381263883.jpg,Hindustan Times,0.9995990656190895,39,28,286,47,148,
22,https://www.editorji.com/tech-news/mobiles/nothing-phone-2a-blue-colour-edition-announced-for-india-check-sale-details-price-specs-more-1714386299052,"Nothing Phone (2a) blue colour edition announced for India; Check sale details, price, specs, & more - Editorji","Nothing has just announced a new Blue colour variant of its latest Phone (2a) and it will soon be available on Flipkart along with an introductory offer. Check out the details of the launch, availability, and price, along with ...",2024-04-29 10:24:59,https://cdn.editorji.com/QZJleENSmY.jpg,Editorji.com,2.712835672179642e-28,9,40,136,4,52,
23,https://tech.hindustantimes.com/mobile/news/flipkart-big-saving-days-sale-announced-check-huge-discounts-on-iphone-14-iphone-12-and-more-71714384473936.html,"Flipkart Big Saving Days sale announced; Check huge discounts on iPhone 14, iPhone 12 and more - HT Tech",he Flipkart Big Saving Days sale has been announced and it will bring significant discounts among other offers on the likes of iPhone 14 and iPhone 12. Check details.,2024-04-29 09:59:51,https://images.hindustantimes.com/tech/img/2024/04/29/1600x900/i145_1711742544519_1714384505215.jpg,Hindustan Times,1.932509845783477e-09,27,23,132,8,70,
24,https://www.timesnownews.com/technology-science/nasa-alert-airplane-sized-asteroid-to-zoom-past-earth-at-18828-kmph-check-size-distance-article-109690444,"NASA Alert! Airplane-Sized Asteroid To Zoom Past Earth At 18828 Kmph: Check Size, Distance - Times Now","NASA alerts Earth of 2024 GK5, an airplane-sized asteroid approaching at 18,828 km/h. Here's everything you need to know about this space rock.",2024-04-29 09:53:06,"https://static.tnn.in/thumb/msid-109690414,thumbsize-76550,width-1280,height-720,resizemode-75/109690414.jpg",Zoom,0.055433578271226205,13,25,88,13,52,
25,https://www.indiatoday.in/health/story/global-measles-cases-almost-double-in-a-year-2532977-2024-04-29,Global measles cases almost double in a year - India Today,Over the last decade significant progress has been made towards measles and rubella elimination However large outbreaks and continuous transmissions pose ongoing challenges,2024-04-29 09:45:35,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202404/measles-blood-test--conceptual-image-290914775-16x9_0.jpg?VersionId=C1TJnYZwZMWGvGY7frJcZNJw.D_hOzV2,India Today,1.0634360070730743e-43,21,47,188,4,77,
26,https://timesofindia.indiatimes.com/life-style/spotlight/web-stories/spectacular-pictures-captured-by-nasas-hubble-space-telescope/photostory/109686659.cms,Spectacular pictures captured by NASA’s Hubble space telescope - The Times of India,"Some of the most beautiful, spectacular and 'cosmic' images captured by NASA's Hubble.",2024-04-29 09:30:00,"https://static.toiimg.com/thumb/msid-109686709,imgsize-887329,width-900,height-1200,resizemode-6/109686709.jpg",The Times of India,0.9538365305612625,1,5,18,0,4,
27,https://indianexpress.com/article/education/hp-board-12th-result-2024-declared-direct-link-toppers-list-pass-percentage-hpbose-org-indiaresult-9272881/,"HP Board 12th Result 2024 (Out): Check pass percentage, toppers list, direct HP result link - The Indian Express","HPBOSE Class 12 Result 2024: The Dharamshala Board has announced the result and the students can check their respective results from the official websites - hpbose.org, indianexpress.com.",2024-04-29 09:26:42,https://images.indianexpress.com/2024/04/HPBOSE-Class-12-result-when-where.jpg,The Indian Express,3.0740061886464973e-25,5,18,140,6,40,
29,https://www.business-standard.com/world-news/china-set-to-launch-chang-e-6-robotic-spacecraft-to-dark-side-of-moon-124042900403_1.html,China set to launch Chang'e-6 robotic spacecraft to 'dark' side of moon - Business Standard,"Chang'e-6 will rely on a relay satellite orbiting the moon for communication with the earth, and the mission involves an ascent from the moon's 'hidden' side during the return journey",2024-04-29 08:18:07,https://bsmedia.business-standard.com/_media/bs/img/article/2023-09/13/thumb/featurecrop/400X400/1694592442-0515.jpg,Business Standard,6.35035984795156e-32,8,39,170,5,65,
30,https://www.fxstreet.com/cryptocurrencies/news/worldcoin-dips-after-reports-that-apple-openai-discuss-ai-integration-into-ios-18-202404290800,Worldcoin loses value after reports about Apple AI integration - FXStreet,Apple Inc. has reportedly renewed its discussion with OpenAI for using the latter’s technology to power new features in the next iPhone.,2024-04-29 08:00:00,https://editorial.fxstreet.com/images/Markets/Currencies/Cryptocurrencies/Worldcoin/Worldcoin_Large.png,FXStreet,1.115714171191329e-31,13,21,133,5,57,
31,https://economictimes.indiatimes.com/markets/stocks/news/sensex-surges-700-points-here-are-5-factors-which-unleashed-the-bulls/articleshow/109685747.cms,Sensex surges 700 points: Here are 5 factors which unleashed the bulls - The Economic Times,Domestic indices rose on Monday amid buying action in banks and easing crude oil prices and geopolitical tensions. Global markets also lent support to sentiments back home.,2024-04-29 07:43:46,"https://img.etimg.com/thumb/msid-109685743,width-1200,height-630,imgsize-2647412,overlay-etmarkets/photo.jpg",The Times of India,6.954305004586758e-24,14,33,164,5,59,
32,https://www.crictracker.com/cricket-match-predictions/ipl-2024-kolkata-knight-riders-strongest-predicted-playing-xi-against-delhi-capitals-6273/,IPL 2024: Kolkata Knight Riders strongest predicted playing XI against Delhi Capitals - CricTracker,Kolkata Knight Riders (KKR) and Delhi Capitals (DC) will be up against each other in the 47th match of the IPL 2024. The match is set to take place at Eden Gardens in Kolkata on 29th Ap,2024-04-29 07:15:00,https://media.crictracker.com/media/attachments/1714154113954_pyeb.jpeg,Crictracker.com,0.02558654120587498,38,79,368,51,184,
33,https://www.pinkvilla.com/entertainment/box-office/ghilli-box-office-collections-vijay-starrer-sinks-titanic-record-for-re-releases-with-20cr-in-india-1300313,Ghilli box office collections: Vijay starrer sinks Titanic record for re-releases with 20Cr in India - PINKVILLA,"The Nine-day Running Total For Ghilli (re-release) Stands At Over Rs. 20 Crore. With That, The Vijay Starrer Has Overtaken Titanic 3D As The Highest-grossing Re-release In India In This Century.",2024-04-29 07:12:47,https://www.pinkvilla.com/images/2024-04/606262240_ghilli-3.jpg,PINKVILLA,1.299727722163507e-37,12,23,156,4,40,
34,https://www.indiatoday.in/science/story/luna-crater-india-gujarat-meteor-impact-site-landsat-8-image-2532971-2024-04-29,"Satellite captures Luna crater in India where a meteor crashed 6,900 years ago - India Today",Scientists in India had suspected but not confirmed that an object from outer space made this mark on the landscape until February this year,2024-04-29 07:11:38,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202404/luna-crater-india-gujarat-29040519-16x9_0.jpg?VersionId=UMUk7By27cxeR11lBQOMEclrpRABsnZa,India Today,8.106116683602844e-13,10,32,130,7,42,
35,https://www.livelaw.in/top-stories/supreme-court-rejects-plea-to-postpone-ca-exams-due-to-lok-sabha-elections-says-will-affect-over-4-lakh-students-256406,"Supreme Court Rejects Plea To Postpone CA Exams Due To Lok Sabha Elections, Says Will Affect Over 4 Lakh... - Live Law - Indian Legal News",The Supreme Court on Monday (April 29) rejected a petition to postpone the CA exams held by the Institute of Chartered Accountants of India (ICAI) in view of Lok Sabha elections.The Court noted...,2024-04-29 07:11:27,https://www.livelaw.in/h-upload/2020/07/02/377543-ca-exams.jpg,Livelaw.in,9.894129443360574e-49,3,15,104,3,42,
36,https://www.indiatoday.in/law/supreme-court/story/how-can-government-protect-individual-interest-supreme-court-raps-bengal-on-sandeshkhali-2532966-2024-04-29,‘How can government protect individual interest?’ Supreme Court raps Bengal on Sandeshkhali - India Today,The Supreme Court questioned how a government can approach the top court to protect an individual039s interests as it rejected West Bengal039s plea opposing a CBI probe into Sandeshkhali case,2024-04-29 07:00:00,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202404/sandeshkhali-292219516-16x9_0.jpg?VersionId=H6OwqLtZJqii86F.IF3ox1HmJcq0vYV3,India Today,1.7491233530961553e-28,11,19,118,5,54,
37,https://www.ndtv.com/health/10-benefits-of-consuming-cabbage-juice-5547286,10 Benefits Of Consuming Cabbage Juice - NDTV,Below we discuss various ways in which consuming cabbage juice can boost your health.,2024-04-29 06:34:25,https://i.ndtvimg.com/i/2017-02/cabbage_650x400_61487671793.jpg,NDTV News,7.949431241350687e-14,11,67,210,12,103,
38,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/7-effective-remedies-to-reduce-period-cramps/photostory/109645845.cms,7 effective remedies to reduce period cramps - The Times of India,"These remedies offer natural and effective ways to manage period cramps, providing relief without the need for medication. Give them a try and discover which ones work best for you!",2024-04-29 06:30:00,"https://static.toiimg.com/thumb/msid-109645999,imgsize-1693529,width-900,height-1200,resizemode-6/109645999.jpg",The Times of India,0.9999999999094245,2,4,21,0,12,
39,https://www.news18.com/world/caught-on-cam-palestinian-flag-raised-at-harvard-university-in-place-of-american-flag-8869686.html,Caught On Cam: Protesters Raise Palestinian Flag At Harvard University In Place Of American Flag - News18,The nationwide campus protests began in response to Israel's offensive in Gaza,2024-04-29 06:19:26,https://images.news18.com/ibnlive/uploads/2024/04/untitled-design-2024-04-6284f69053716e8fb03132f721141637-16x9.png?impolicy=website&width=1200&height=675,News18,1.5916225424804495e-20,9,26,167,7,57,
40,https://www.hindustantimes.com/cricket/virat-gave-me-hints-about-playing-spin-rcb-s-will-jacks-after-match-winning-ton-against-gt-101714371098757.html,"""Virat gave me hints about playing spin...."": RCB's Will Jacks after match-winning ton against GT - Hindustan Times",What was supposed to be a challenging run-chase of 201 runs against Gujarat Titans (GT) for the Royal Challengers Bengaluru (RCB) turned into a child's play within a matter of few overs as Virat Kohli and Will Jacks made a mockery of the 2022 champions' spin …,2024-04-29 06:11:38,https://www.hindustantimes.com/ht-img/img/2024/04/16/1600x900/Cricket_1713260878026_1713260990583.jpg,Hindustan Times,0.9999806354370615,56,35,210,54,142,
41,https://www.greaterkashmir.com/latest-news/all-schools-to-remain-closed-in-kashmir-tomorrow-div-com/,All schools to remain closed in Kashmir tomorrow: Div Com - greaterkashmir - Greater Kashmir,"Divisional Commissioner Kashmir VK Bidhuri said that after ascertaining the prevailing weather conditions all schools will remain closed on April 30, tomorrow.",2024-04-29 13:50:57,https://www-greaterkashmir-com.imagibyte.sortdcdn.net/wp-content/uploads/2024/03/Divcom-Kashmir.mp4.00_01_26_12.Still001.jpg,Greater Kashmir,0.9999999999993165,0,4,31,0,13,
42,https://www.indiatvnews.com/technology/news/oneplus-set-to-launch-two-powerful-smartphones-soon-2024-04-29-928621,OnePlus set to launch two powerful smartphones soon - India TV News,OnePlus Nord 4 and Nord CE 4 Lite are the most anticipated smartphones from the company which are rumoured to launch soon and will feature a Qualcomm processor.,2024-04-29 13:37:27,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/04/oneplus-1-1714396585.jpg,India TV News,8.999279019249147e-18,12,25,114,8,76,
43,https://www.livemint.com/news/india/prajwal-revanna-sex-video-did-congress-leaders-collude-with-one-bjp-leader-to-malign-jds-mp-image-what-we-know-so-far-11714393567142.html,Prajwal Revanna 'sex video' case: Did 'Congress leaders collude with one BJP leader' to malign JDS MP? | 10 points | Mint - Mint,Prajwal Revanna 'sex video' case: Former Karnataka Chief Minister and JD(S) leader HD Kumaraswamy alleged on Monday that some Congress leaders and one BJP leader “colluded” just ahead of the April 26 Lok Sabha polls to malign his family image.,2024-04-29 12:39:24,https://www.livemint.com/lm-img/img/2024/04/29/1600x900/hrough-his-election-agent--Prajwal-Revanna-has-lod_1714393613939_1714393660244.jpg,Livemint,0.9879140183174117,44,48,357,59,181,
44,https://www.youtube.com/watch?v=2r-wT8MePL0,China Set To Launch High-Stakes Mission To Moon’s ‘Hidden’ side| Dawn News English - DawnNews English,China is set to launch a robotic spacecraft to the moon's far side to collect samples and lay the groundwork for a future crewed landing and lunar base.-----...,2024-04-29 12:30:01,https://i.ytimg.com/vi/2r-wT8MePL0/maxresdefault.jpg,YouTube,0.9999999999999962,0,0,0,0,0,
45,https://www.news18.com/elections/amethi-rae-bareilly-congresss-catch-22-up-fights-or-flight-for-larger-ls-goal-tough-choice-for-rahul-priyanka-gandhi-8870571.html,"Amethi, Rae Bareilly And A Congress Dilemma: Fight Or Flight? Tough Choice For Rahul, Priyanka - News18","If they fight, there is a problem, if they don't, there is a bigger problem -- the tag of ‘runaway netas’ will stick to Rahul Gandhi and Priyanka Gandhi Vadra. The BJP would also get a chance to make the point that Rahul Gandhi is not really a fighter as he h…",2024-04-29 12:27:03,https://images.news18.com/ibnlive/uploads/2024/04/untitled-design-2-2024-04-6398bae690550556afa78720fc033b6f-16x9.jpg?impolicy=website&width=1200&height=675,News18,0.0004670150677141607,28,24,183,21,106,
46,https://www.ndtv.com/india-news/telangana-chief-minister-summoned-in-probe-into-doctored-amit-shah-video-5548686,Telangana Chief Minister Summoned In Probe Into Doctored Amit Shah Video - NDTV,Telangana Chief Minister A Revanth Reddy has been summoned by the Delhi Police on Wednesday in connection with the doctored video on reservation of Home Minister Amit Shah.,2024-04-29 12:26:00,https://c.ndtvimg.com/2024-04/f6lu67fg_amit-shah_625x300_27_April_24.jpeg,NDTV News,1.993139636821834e-17,16,31,199,13,107,
47,https://www.livemint.com/news/world/hopeful-hamas-will-accept-extraordinarily-generous-gaza-deal-says-us-secretary-of-state-antony-blinken-11714388213100.html,US Secretary of State Antony Blinken 'hopeful' Hamas will accept 'extraordinarily generous' deal on Gaza | Mint - Mint,"During his visit to Saudi Arabia, Antony Blinken expressed a hope that Hamas will accept a generous offer to halt Israel's Gaza offensive in return for the release of hostages.",2024-04-29 11:55:12,https://www.livemint.com/lm-img/img/2024/04/29/1600x900/Antony_Blinken_1708735529690_1714391387406.jpg,Livemint,6.7153849774822185e-06,12,23,88,9,46,
48,https://www.livelaw.in/top-stories/supreme-court-arvind-kejriwal-delhi-liquor-policy-singhvi-questions-ed-arrest-256446,Was ED Letting A Guilty Chief Minister Roam Free For Months? Singhvi Questions Need & Timing Of... - Live Law - Indian Legal News,"While arguing Delhi Chief Minister Arvind Kejriwal's plea challenging his arrest by the Enforcement Directorate in the Delhi Liquor Policy case, Senior Advocate Dr Abhishek Manu Singhvi alleged...",2024-04-29 11:46:16,https://www.livelaw.in/h-upload/2024/04/10/533178-abhishek-manu-singhvi-arvind-kejriwal-and-sc.webp,Livelaw.in,0.00014367807889959034,74,91,636,72,342,
49,https://www.cardekho.com/india-car-news/mahindra-xuv-3xo-launched-prices-start-at-rs-749-lakh-32419.htm,"Mahindra XUV 3XO (XUV300 Facelift) Launched, Prices Start At Rs 7.49 Lakh - CarDekho","Apart from new design and features, the XUV 3XO also offers the first-in-segment panoramic sunroof     XUV 3XO available in 5 broad variants: MX1, MX2, MX3, AX5 and AX7.    Features updated fascia including new grille and headlights along with longer fang-sha…",2024-04-29 11:45:00,https://stimg2.cardekho.com/images/carNewsimages/userimages/650X420/32418/1714399410803/GeneralNew.jpg,Cardekho.com,3.6950745376855253e-25,20,86,319,10,69,
50,https://www.hindustantimes.com/entertainment/tv/about-missing-taarak-mehta-ka-ooltah-chashmah-actor-gurucharan-singh-101714383201221.html,Taarak Mehta Ka Ooltah Chashmah's Gurucharan Singh was approached for Bigg Boss; called himself 'self-made actor' - Hindustan Times,"When Gurucharan Singh was part of Taarak Mehta Ka Ooltah Chashmah, he made his film debut with a Punjabi movie.",2024-04-29 11:37:39,https://www.hindustantimes.com/ht-img/img/2024/04/29/1600x900/guru_1714137432108_1714389620314.jpg,Hindustan Times,0.9999998027120566,43,24,187,50,124,
51,https://www.hindustantimes.com/india-news/challenge-congress-to-say-they-will-bring-back-article-370-pm-modi-101714387167180.html,‘Challenge Congress to say they will bring back Article 370’: PM Modi - Hindustan Times,Prime Minister Narendra Modi said that bringing back Article 370 is not in the opposition's jurisdiction | Latest News India,2024-04-29 11:31:49,https://www.hindustantimes.com/ht-img/img/2024/04/29/1600x900/Prime_Minister_Narendra_Modi_in_Srinagar_1714387215013_1714387215418.jpg,Hindustan Times,3.919223161545285e-05,20,28,158,14,61,
52,https://www.moneycontrol.com/health-and-fitness/10-summer-fruits-that-are-bad-for-your-digestive-health-if-eaten-regularly-photo-gallery-12710686.html,10 summer fruits that are bad for your digestive health if eaten regularly - Moneycontrol,"Summer fruits: Fresh fruits are too tempting to resist in summers. However, it is important to eat them in moderation as they could disturb your gut health. Here's a list of popular fruits you should go easy on during summer months.",2024-04-29 10:57:45,https://images.moneycontrol.com/static-mcnews/2023/08/Health-benefits-of-eating-fruits.jpg,Moneycontrol,3.819622410799572e-05,14,60,172,16,85,
