id,apiname,url,title,summary,published,imageurl,source,score,adverb_count,adjective_count,noun_count,pronoun_count,verb_count
11,Gnews,https://www.livemint.com/companies/infosys-gst-notice-dggi-it-services-bengaluru-taxes-and-customs-high-court-nasscom-employment-11722591063810.html,Centre likely to accept Infosys’ plea on GST notice,The move comes after the Bengaluru office of the Directorate General of GST Intelligence (DGGI) issued a pre-show cause notice to the country’s second-largest IT services firm,2024-08-02 18:30:00,https://images.livemint.com/img/2024/08/02/1600x900/Infosys_1722602237958_1722602238203.jpg,Livemint,6.549501228415684e-25,29,70,343,14,145
12,Gnews,https://www.indiatvnews.com/news/india/aaj-ki-baat-august-2-2024-wayanad-landslides-cloudbursts-floods-himachal-pradesh-uttarakhand-yogi-adityanath-moid-khan-rahul-gandhi-chakravyuh-bjp-2024-08-02-944994,"Aaj Ki Baat: Full episode, August 2, 2024","India's number one and most followed Super Prime Time News Show, ‘Aaj Ki Baat-Rajat Sharma Ke Saath' was launched just before the 2014 general elections.",2024-08-02 17:23:52,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/05/akb-1711993521-1716831141-1717086183.jpg,India TV News,7.967983133656905e-07,6,6,68,4,18
13,Gnews,https://www.deccanchronicle.com/southern-states/telangana/cag-finds-telangana-doctor-population-ratio-below-national-average-1813952,CAG Finds Telangana Doctor-Population Ratio Below National Average,HYDERABAD: A report by the Comptroller and Auditor General (CAG) tabled in the Assembly on Friday revealed severe staff shortages in primary healthcare centres (PHCs) and secondary healthcare...,2024-08-02 17:10:00,https://www.deccanchronicle.com/h-upload/2024/08/02/1828348-la-26363532.webp,Deccan Chronicle,7.811713804931853e-07,8,32,99,0,22
14,Gnews,https://www.devdiscourse.com/article/law-order/3040245-bsf-leadership-shake-up-amid-rising-border-tensions,BSF Leadership Shake-up Amid Rising Border Tensions,"The Centre has removed BSF Director General Nitin Agrawal and Special DG Y B Khurania, sending them back to their state cadres amid escalating terror incidents along the India-Pakistan border. The government cited 'premature' repatriation orders, with Khurania potentially becoming the head of Odisha's police force.",2024-08-02 16:52:00,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/aiimagegallery/12_06_2024_11_03_48_2523327.png?width=920&format=jpeg,Devdiscourse,2.262781724604912e-22,6,13,82,3,20
15,Gnews,https://www.devdiscourse.com/article/law-order/3040181-bsf-chief-nitin-agrawal-and-deputy-special-dg-y-b-khurania-relieved-from-duties,BSF Chief Nitin Agrawal and Deputy Special DG Y B Khurania Relieved from Duties,"The Centre has relieved BSF Director General Nitin Agrawal and his deputy Special DG (West) Y B Khurania from their duties, sending them back to their state cadres. Agrawal, a Kerala cadre officer, and Khurania, from Odisha, have been 'prematurely' repatriated per government orders.",2024-08-02 16:05:03,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/20_07_2024_23_47_12_4098586.jpg?width=920&format=jpeg,Devdiscourse,0.02131454462642695,1,6,47,4,9
16,Gnews,https://www.deccanchronicle.com/southern-states/telangana/financial-pressure-telangana-needs-to-repay-borrowings-of-rs-286-lakh-cr-in-10-years-says-cag-1813920,BRS govt hid off-budget Rs 1.18L-cr loans: CAG,"Hyderabad: The Comptroller and Auditor General (CAG), the highest audit institution in the country, has punctured the tall claims of prudent fiscal management by the previous BRS regime and exposed...",2024-08-02 14:44:55,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-66ukphpr2ulefn4bj40t7m35j0-20230806210713.Medi.jpeg,Deccan Chronicle,5.5759545228422824e-30,12,39,154,5,62
17,Gnews,https://www.devdiscourse.com/article/science-environment/3039986-kerala-landslides-49-children-missing-or-dead-schools-heavily-damaged,"Kerala Landslides: 49 Children Missing or Dead, Schools Heavily Damaged","Kerala General Education Minister V Sivankutty reported that 49 children are either missing or dead following devastating landslides in Wayanad. The Vellarimala Government Higher Secondary School was completely destroyed, with four other schools also damaged. The government will address these issues and offer assistance after consulting with the chief minister.",2024-08-02 13:55:19,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/aiimagegallery/28_05_2024_16_40_23_3867514.png?width=920&format=jpeg,Devdiscourse,5.744279330656495e-62,8,18,87,2,51
18,Gnews,https://www.firstpost.com/india/border-security-force-director-deputy-special-dg-removed-jammu-kashmir-13800340.html,"Why has the Centre removed BSF chief, deputy 'with immediate effect'?","BSF Director General Nitin Agrawal and his deputy Special DG (West) YB Khurania have been repatriated to their respective state cadres with 'immediate effect', as per the central government's order",2024-08-03 04:39:18,"https://images.firstpost.com/uploads/2024/08/Untitled-design-2024-08-03T100753.132-2024-08-7248ffc8d4c27dde698804553487af55.jpg?im=FitAndFill=(1200,675)",Firstpost,4.51762519023744e-19,10,29,195,10,74
19,Gnews,https://scroll.in/latest/1071588/bsf-chief-special-director-general-sent-back-to-parent-cadres-amid-spike-in-militancy-in-jammu,"BSF chief, special director-general sent back to parent cadres amid spike in militancy in Jammu",The Border Security Force guards the 192 km-long international border along Jammu.,2024-08-03 04:21:00,https://sc0.blr1.cdn.digitaloceanspaces.com/book/202561-ttcgxnwlng-1722655613.jpeg,Scroll.in,4.035552666328121e-24,2,15,101,4,27
20,Gnews,https://www.deccanchronicle.com/southern-states/telangana/top-hyderabad-hospitals-lack-fire-safety-certifications-cag-1814153,Top Hyderabad Hospitals Lack Fire Safety Certifications: CAG,"Hyderabad: Top government hospitals in the city, including Osmania General Hospital and MNJ Cancer Hospital, which have thousands of in-patients and out-patients daily, apart from their attendants and...",2024-08-03 16:32:00,https://www.deccanchronicle.com/h-upload/2024/08/02/1828389-ogh.webp,Deccan Chronicle,3.287213486224225e-26,7,10,80,3,25
21,Gnews,https://indianexpress.com/article/world/vietnam-president-new-communist-party-chief-9492229/,Vietnam’s president is confirmed as the new Communist Party chief - the country’s most powerful role,"The previous general secretary, Nguyen Phu Trong, dominated Vietnamese politics since he became party chief in 2011. He was elected to a third term as general secretary in 2021.",2024-08-03 12:41:05,https://images.indianexpress.com/2024/08/Untitled-design-44-1.jpg,The Indian Express,0.011091712594442337,13,39,141,21,79
22,Gnews,https://www.devdiscourse.com/article/politics/3040469-to-lam-named-general-secretary-of-vietnamese-communist-party,To Lam Named General Secretary of Vietnamese Communist Party,"Vietnam's President To Lam has been appointed as the general secretary of the Communist Party, taking over from the late Nguyen Phu Trong. Lam, who assumed his new role on July 18, aims to continue Trong's legacy and drive socioeconomic development.",2024-08-03 03:34:23,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/imagegallery/29_02_2020_16_55_29_8451536.jpg?width=920&format=jpeg,Devdiscourse,3.487285024340076e-05,4,5,42,3,17
23,Gnews,https://indianexpress.com/article/cities/ahmedabad/gujarat-confidential-check-dam-9495473/,Gujarat confidential: Check Dam,"The project was conceived to mark the retirement of B M Shah, who has been the GEBEA Secretary General for around 10 years, in March",2024-08-05 02:26:40,https://images.indianexpress.com/2024/08/GC-RRRR-1.jpg,The Indian Express,1.1922482843073523e-21,3,6,85,4,26
24,Gnews,https://indianexpress.com/article/india/manoj-sinha-jammu-and-kashmir-development-work-peace-jk-assembly-elections-9495319/,"J&K LG Manoj Sinha: Progress made, Raj Bhavan for fine balance with elected UT govt",Jammu and Kashmir LG said the general elections which witnessed a record voter turnout of 58.46 per cent showed that the people of Jammu and Kashmir have faith in democracy,2024-08-04 23:08:58,https://images.indianexpress.com/2024/08/manoj-sinha.jpg,The Indian Express,0.006016329455728515,19,37,178,22,81
25,Gnews,https://indianexpress.com/article/world/musk-backed-pac-under-investigation-9495304/,Musk-backed PAC under investigation for potential violations of Michigan laws,The Michigan Attorney General's office and America PAC did not immediately respond to a request for comment. Musk could not be immediately reached for comment.,2024-08-04 22:29:12,https://images.indianexpress.com/2024/08/Untitled-design-12-1.jpg,The Indian Express,2.562838900818326e-23,14,17,113,5,45
26,Gnews,https://www.devdiscourse.com/article/law-order/3041640-tenure-extension-for-chhattisgarh-dgp-ashok-juneja,Tenure Extension for Chhattisgarh DGP Ashok Juneja,"Ashok Juneja's tenure as Chhattisgarh Director General of Police has been extended by six months. Originally set to retire on Sunday, Juneja will now superannuate on February 3 next year. This decision was made by the Chhattisgarh government under the All India Service Rules, with approval from the Union government.",2024-08-04 15:52:08,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/16_02_2023_15_43_09_3293483.jpg?width=920&format=jpeg,Devdiscourse,0.999999999960153,2,6,37,0,15
27,Gnews,https://www.livemint.com/opinion/online-views/viksit-bharat-2047-niti-aayog-modi-meeting-infrastructure-fdi-pli-scheme-suzuki-chinese-imports-domestic-production-11722759667393.html,How best to attract FDI: Four pointers for an ‘investment-friendly charter’,"India should analyse data to track trends in every sector, act to lower domestic business costs (which calls for a relook at import tariffs), make it easier in general to do business in the country and create a strategic framework to vet proposals of foreign direct investment.",2024-08-03 18:30:00,https://images.livemint.com/img/2024/08/04/1600x900/NITI_aayog_meet_1722092382697_1722759897084.jpg,Livemint,4.4398509054398784e-14,36,109,328,16,150
28,Gnews,https://www.firstpost.com/world/slowing-economy-forces-more-chinese-citizens-into-malaysia-us-and-other-places-13801860.html,"Slowing economy forces more Chinese citizens into Malaysia, US and other places","China’s economic slowdown is not only worrying global giants such as Apple, General Motors and the like, it’s also driving its people to look for new residency. Let’s see what’s behind this migration wave and its impact on various countries, including Malaysia and the US",2024-08-07 01:46:50,"https://images.firstpost.com/uploads/2024/03/chinese-migrants-2024-03-c096a6af917f240fb15bfbf6c942ffde.jpg?im=FitAndFill=(1200,675)",Firstpost,7.821383220764008e-07,53,169,429,31,187
29,Gnews,https://indianexpress.com/article/opinion/editorials/targeting-of-imane-khelif-sports-is-a-long-way-away-from-equality-9499396/,Targeting of Imane Khelif: Sports is a long way away from equality,The disregard of the distinction between biological sex and gender identity is of a piece with the disinformation and ignorance that shroud conversations around much of women’s sports in general,2024-08-07 01:34:25,https://images.indianexpress.com/2024/08/express-view-10.jpg,The Indian Express,1.3021506097122959e-08,9,31,132,7,43
30,Gnews,https://www.devdiscourse.com/article/law-order/3044415-supreme-court-rejects-missouris-bid-to-alter-trumps-gag-order-and-delay-sentencing,Supreme Court Rejects Missouri's Bid to Alter Trump's Gag Order and Delay Sentencing,The Supreme Court dismissed Missouri's attempt to lift a gag order in Trump's hush-money case and delay his sentencing in New York. Missouri's attorney general argued the gag order limits Trump's campaign speech and affects voter rights. New York AG Letitia James countered that state appeals are ongoing.,2024-08-07 00:35:35,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/aiimagegallery/06_08_2024_08_41_55_3386653.png?width=920&format=jpeg,Devdiscourse,6.901550632707365e-13,3,5,70,4,30
31,Gnews,https://www.firstpost.com/entertainment/yuval-sharon-to-direct-met-operas-new-stagings-of-wagners-ring-cycle-and-tristan-und-isolde-13801829.html,Yuval Sharon to direct Met Opera’s new stagings of Wagner’s Ring Cycle and `Tristan und Isolde’,Sharon was chosen by Nézet-Séguin and Met general manager Peter Gelb,2024-08-06 20:01:45,"https://images.firstpost.com/uploads/2024/08/MixCollage-07-Aug-2024-01-32-AM-2353-2024-08-13bed88e8bfa860dd9d2bc19e2ef0888.jpg?im=FitAndFill=(1200,675)",Firstpost,1.5618436071815344e-12,20,56,322,24,131
32,Gnews,https://www.devdiscourse.com/article/headlines/3043624-supreme-court-to-expedite-hearing-on-clash-between-muslim-personal-law-and-child-marriage-prohibition-act,Supreme Court to Expedite Hearing on Clash Between Muslim Personal Law and Child Marriage Prohibition Act,"The Supreme Court has agreed to an early hearing on whether Muslim personal law allowing child marriages conflicts with the Prohibition of Child Marriage Act, 2006. The Solicitor General requested the matter to be resolved soon due to differing High Court judgments and significant implications for minors' rights.",2024-08-06 10:50:45,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/06_08_2024_16_20_31_7854144.jpg?width=920&format=jpeg,Devdiscourse,5.68374683618782e-47,12,29,149,4,72
33,Gnews,https://www.indiatvnews.com/health/world-breastfeeding-week-2024-know-the-antibody-rich-benefits-of-breast-milk-2024-08-06-945518,World Breastfeeding Week 2024: Know the antibody-rich benefits of breast milk,Breast milk is known to have numerous benefits beyond the provision of food for the baby; they are nature’s health solution. It is the primary foundation for a protective system and the general health of a baby.,2024-08-06 10:38:17,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/08/breastfeeding-week-1-1722940234.jpg,India TV News,3.1850999003189264e-13,18,55,161,6,54
34,Gnews,https://www.devdiscourse.com/article/law-order/3043474-top-russian-general-inspects-troops-amid-criticism-and-war-crime-accusations,Top Russian General Inspects Troops Amid Criticism and War Crime Accusations,"Valery Gerasimov, Russia's chief of general staff, inspected troops in Ukraine, setting further tasks for commanders. Despite setbacks and criticisms, Gerasimov oversaw gradual advances. The International Criminal Court issued warrants for Gerasimov and ex-defence minister Sergei Shoigu for suspected war crimes, which Russia denies, dismissing the court’s authority.",2024-08-06 09:19:58,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/imagegallery/03_03_2020_19_07_11_3625933.jpg?width=920&format=jpeg,Devdiscourse,0.0011439586227921896,2,9,42,5,15
35,Gnews,https://www.devdiscourse.com/article/international/3043399-un-chief-urges-calm-amid-political-upheaval-in-bangladesh,UN Chief Urges Calm Amid Political Upheaval in Bangladesh,UN Secretary-General Antonio Guterres has urged all parties in Bangladesh to exercise calm and restraint following protests that have led to loss of lives. He stressed the importance of a peaceful transition and called for an independent investigation into the violence amid Prime Minister Sheikh Hasina's resignation.,2024-08-06 08:22:30,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/06_08_2024_13_52_23_545392.jpg?width=920&format=jpeg,Devdiscourse,4.078694940722027e-07,3,17,59,5,22
36,Gnews,https://theprint.in/world/bangladesh-student-protesters-want-parliament-dissolved-warn-of-strict-programme/2210280/,Bangladesh remains in flux as students issue deadline to dissolve parliament,Bangladesh's army chief General Waker-Uz-Zaman was due to meet student leaders at 0600 GMT to discuss the formation of an interim government.,2024-08-06 08:15:38,https://static.theprint.in/wp-content/uploads/2024/08/student-protests-bangladesh.jpg,ThePrint,0.0014700429266768494,14,43,190,22,94
37,Gnews,https://www.news18.com/india/drug-makers-to-face-stricter-audits-surprise-inspections-as-schedule-m-quality-rules-come-into-effect-8991696.html,"Drug Makers To Face Stricter Audits, Surprise Inspections As ‘Schedule M’ Quality Rules Come Into Effect","According to the letter sent by the drug regulator general of India (DCGI), Rajeev Singh Raghuvanshi, seen by News18, the licensed premises must be inspected by both a central and a state inspector at least once every three years or more often if needed",2024-08-06 07:52:20,https://images.news18.com/ibnlive/uploads/2024/02/medicines-2024-02-ff7b3feb77576826a1ea796598f7bddb-16x9.png?impolicy=website&width=1200&height=675,News18,9.322971645702484e-26,19,32,193,9,90
38,Gnews,https://www.news18.com/viral/watch-russian-woman-influencer-captures-her-first-time-in-mumbai-local-8993983.html,Watch: Russian Woman Influencer Captures Her First Time In Mumbai Local,The influencer travelled to Dadar Station in Mumbai through a local train in a general coach.,2024-08-08 05:33:35,https://images.news18.com/ibnlive/uploads/2024/08/img-2-2024-08-08t110259.870-2024-08-2dd05c62dc7ef99c4510c10f99765ff9-16x9.jpg?impolicy=website&width=1200&height=675,News18,0.9698786560206338,16,31,120,28,65
39,Gnews,https://indianexpress.com/article/delhi-confidential/delhi-confidential-report-card-9501590/,Delhi Confidential: Report Card,"Intervening in a lighter vein, Chairman Jagdeep Dhankhar said former chairman of Central Board of Direct Taxes (referring to Rajya Sabha Secretary General P C Mody), however, reports to him. To this, Singh said that he (Mody) is reporting ‘correctly’.",2024-08-07 22:57:42,https://images.indianexpress.com/2024/08/digv.jpg,The Indian Express,1.6012009913816984e-49,3,9,74,2,29
40,Gnews,https://www.news18.com/politics/suvendu-effect-bjp-puts-its-bengal-leaders-under-gag-order-on-bangladesh-unrest-8993626.html,Suvendu Effect? BJP Puts Its Bengal Leaders under 'Gag Order' on Bangladesh Unrest,"Sources said a senior BJP general secretary informally issued the order, prohibiting even senior state leaders from speaking on the matter. This development comes close on the heels of BJP’s West Bengal leader of opposition Suvendu Adhikari making a sensational claim that the state should be ready for 1 crore Hindu refugees from Bangladesh which witnessed a regime change",2024-08-07 16:35:55,https://images.news18.com/ibnlive/uploads/2024/05/mamata-banerjee-suvendu-adhikari-2024-05-3d2b249a30375048f43a1e99655e3862-16x9.jpg?impolicy=website&width=1200&height=675,News18,0.0014225656273461837,14,27,158,19,85
41,Gnews,https://www.indiatvnews.com/news/world/bangladesh-interim-govt-led-by-nobel-laureate-muhammad-yunus-to-be-sworn-in-on-august-8-announces-army-chief-waker-uz-zaman-2024-08-07-945744,Bangladesh interim govt led by Nobel laureate Muhammad Yunus to be sworn in tomorrow: Army Chief,"Army Chief General Waker-Uz-Zaman announced that an interim government, led by Nobel Laureate Professor Muhammad Yunus, is set to be sworn in on Thursday (August 8).",2024-08-07 13:20:41,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/08/nobel-peace-prize-laureate-muhammad-yunus-1723036812.jpg,India TV News,1.6339840141953544e-09,14,39,181,13,79
42,Gnews,https://www.firstpost.com/world/muhammad-yunis-led-interim-govt-to-be-sworn-in-tomorrow-says-bangladesh-army-chief-13802109.html,"Muhammad Yunis-led interim govt to be sworn in tomorrow, says Bangladesh Army Chief","In a televised address to the nation, General Waker-Uz-Zaman said the interim government will take oath at 8:00 pm on Thursday",2024-08-07 13:11:36,"https://images.firstpost.com/uploads/2024/08/Muhammad-Yunus-1-Reuters-2024-08-09592007da87cadc69cb937d61aad877.jpg?im=FitAndFill=(1200,675)",Firstpost,0.035794261824874676,11,20,94,13,57
43,Gnews,https://www.devdiscourse.com/article/law-order/3046452-general-anil-chauhan-highlights-indias-security-challenges-and-global-defence-disruption,General Anil Chauhan Highlights India's Security Challenges and Global Defence Disruption,"General Anil Chauhan, Chief of Defence Staff, addressed key security challenges faced by India, including Pakistan's proxy war in Jammu and Kashmir and the border dispute with China. He emphasized the significance of civil-military fusion and self-reliance in defense amid global geopolitical flux and disruptions in supply chains.",2024-08-08 18:10:22,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/devnews/18_07_2024_20_14_13_6543502.jpg?width=920&format=jpeg,Devdiscourse,4.651546195214495e-13,5,26,85,4,25
44,Gnews,https://www.indiatvnews.com/news/india/aaj-ki-baat-waqf-amendment-bill-jpc-joint-parliamentary-committee-vinesh-phogat-announces-retirement-paris-olympics-2024-latest-updates-2024-08-08-945939,"Aaj Ki Baat: Full episode, August 8, 2024","India's number one and most followed Super Prime Time News Show, ‘Aaj Ki Baat-Rajat Sharma Ke Saath' was launched just before the 2014 general elections.",2024-08-08 15:00:27,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/08/aaj-ki-baat-image-1723127458.jpg,India TV News,1.3182839965660311e-08,7,6,65,3,14
45,Gnews,https://www.indiatvnews.com/business/news/rbi-governor-shaktikanta-das-announcements-how-will-it-affect-common-people-here-are-5-key-points-latest-updates-2024-08-08-945904,RBI's big announcements: How will it affect common people? Here are 5 key points,RBI Governor Shaktikanta Das made several significant announcements today. Let's understand how these changes might impact the general public.,2024-08-08 11:57:28,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/08/rbi-1723116471.jpg,India TV News,9.077620480785665e-40,15,30,125,4,65
46,Gnews,https://www.firstpost.com/world/resign-within-24-hour-bangladesh-chief-justice-gets-ultimatum-amid-unrest-13802413.html,Resign within 24 hour: Bangladesh Chief Justice gets ultimatum amid unrest,"Former president of the Dhaka Bar Advocate Mohsin Mia, former president Khorhshed Alam, former general secretary Omar Faruq Faruqi, former general secretary Khorhshed Mia Alam and hundreds of other lawyers took part in the protests, according to a report by Dhaka Tribune",2024-08-08 09:36:18,"https://images.firstpost.com/uploads/2024/08/Bangladesprotests1200-2024-08-34e9c1dc2b98f9916ba62da44e32bc8c.jpg?im=FitAndFill=(1200,675)",Firstpost,1.459665553166976e-09,10,30,159,11,50
47,Gnews,https://indianexpress.com/article/world/austria-finds-chemicals-in-house-of-suspected-taylor-swift-concert-attack-plotter-9502410/,Austria finds chemicals in house of suspected Taylor Swift concert attack plotter,"The teenager, with North Macedonian roots, is considered the main suspect, working closely with a 17-year-old Austrian, general director for public security Frankz Ruf told ORF radio.",2024-08-08 09:07:47,https://images.indianexpress.com/2024/08/Untitled-design-22-1.jpg,The Indian Express,2.7812281663764762e-21,9,24,114,6,59
48,Gnews,https://www.news18.com/politics/tall-left-leader-but-not-textbook-communist-buddhadeb-bhattacharjee-stood-witness-to-breach-of-bengals-red-fort-8994120.html,Buddhadeb Bhattacharjee: The General of the Reds Who Failed to Realise His 'Shining Bengal' Dreams,"Bhattacharjee was a true patron of Bengali culture and literature. He scripted over a dozen books and translation works, continued writing letters to his comrades and penned articles based on contemporary politics",2024-08-08 07:25:58,https://images.news18.com/ibnlive/uploads/2024/08/buddhadeb-2024-08-b8a8d6f04101b4807d7f52f32c6f7fcc-16x9.jpg?impolicy=website&width=1200&height=675,News18,0.47895766632957815,38,71,310,47,145
49,Gnews,https://www.indiatvnews.com/news/world/president-murmu-begins-new-zealand-tour-holds-bilateral-talks-with-deputy-pm-governor-general-updates-2024-08-08-945838,"President Murmu begins New Zealand tour, holds bilateral talks with deputy PM, Governor General","President Murmu was accorded Royal Guard of Honour on her arrival in New Zealand and later addressed an education conference in Wellington. This is the second leg of her three-nation trip after Fiji, where she was conferred the country's highest honour on Tuesday.",2024-08-08 06:16:13,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2024/08/president-murmuy-1723097714.jpg,India TV News,0.020218968695403912,25,50,235,30,76
